,id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,state,zip_code,school_type,school_level
3009,262954006544,0.162918770078017,0.622305140961857,0.642452830188679,46324.0,18.7,0.321976149914821,MI,49445,Regular School,High
5099,390481703140,0.0711743772241993,0.585924713584288,0.619718309859155,59238.0,22.0,0.22938689217759,OH,44044,Regular School,High
6076,470222002151,0.0515685431886549,0.709545115585384,0.795454545454545,75714.0,22.7,0.227655099894848,TN,37932,Regular School,High
3408,292871001774,0.112201103617413,0.343856240893638,0.544315992292871,38750.0,19.5,0.439130434782609,MO,65772,Regular School,High
593,130171000612,0.142512077294686,0.436870997255261,0.169798190675017,21833.0,18.2722832722833,0.869246164109406,GA,39819,Regular School,High
3455,293105002151,0.103271692745377,0.49375,0.629518072289157,45944.0,21.1,0.410714285714286,MO,63383,Regular School,High
337,120147004119,0.17085993240706,0.358074804291099,0.46972049689441,32816.0,21.4224664224664,0.383408071748879,FL,34744,Regular School,Other
2636,260402004088,0.0879059350503919,0.64058106841612,0.871645274212369,53438.0,19.2,0.39047619047619,MI,49845,Regular School,High
1637,180741001277,0.0944963655244029,0.555179090029042,0.709821428571429,46855.0,20.3089133089133,0.495991983967936,IN,47150,Regular School,High
5039,390472702827,0.0237745098039216,0.867064808670648,0.927621861152142,120000.0,24.0,0.104945717732207,OH,45305,Regular School,High
5260,390503503919,0.0637651821862348,0.547203579418345,0.793381037567084,58255.0,22.0,0.719844357976654,OH,45832,Regular School,High
5372,420085607402,0.324044069993519,0.309246088193457,0.258256274768824,27793.0,14.0720390720391,0.8077432589023271,PA,19145,Regular School,High
2894,262187005912,0.0508660984327743,0.717686204248784,0.638739431206764,58186.0,19.7,0.260786802030457,MI,48045,Regular School,High
505,130057001873,0.066017316017316,0.69908140639848,0.471655328798186,47331.0,21.4224664224664,0.157751091703057,GA,31324,Regular School,High
1269,172856002990,0.0523938572719061,0.442718446601942,0.665217391304348,40714.0,20.2,0.356923076923077,IL,62075,Regular School,Other
6456,481467000958,0.0690310322989234,0.604437229437229,0.809935205183585,59938.0,19.8107448107448,0.384615384615385,TX,77486,Regular School,High
1644,180771001319,0.0517456359102244,0.528819250139899,0.835269271383316,48047.0,20.4578754578755,0.316008316008316,IN,47529,Regular School,High
5152,390488503429,0.13773965691221,0.398814949863263,0.646271510516252,46214.0,21.0,0.436274509803922,OH,43701,Regular School,High
5235,390500203804,0.0424746075715605,0.9185360094451,0.857432432432432,128158.0,26.0,0.03831891223733,OH,44236,Regular School,High
3485,340007800487,0.35977105478332,0.241160111243544,0.0174464710547185,20313.0,17.3443223443223,0.795263559969442,NJ,8102,Regular School,Other
2501,251146001893,0.0763065084963129,0.65327564894932,0.964766839378238,74826.0,21.9352869352869,0.210526315789474,MA,2777,Regular School,High
1236,172500002713,0.0742894056847545,0.556067588325653,0.558363417569194,37569.0,20.1,0.436482084690554,IL,62960,Regular School,High
7350,530567000839,0.0826467559217302,0.537691949744067,0.821372854914197,59393.0,22.4481074481074,0.408119658119658,WA,98247,Regular School,High
680,130255000959,0.0992753623188406,0.755858440937351,0.739354234908751,71696.0,21.9352869352869,0.325853658536585,GA,30024,Regular School,High
6106,470276000979,0.108192620387742,0.44199535962877,0.688172043010753,45778.0,17.8,0.402985074626866,TN,38482,Regular School,Other
4944,390460702421,0.16137339055794,0.45360824742268,0.77112676056338,39635.0,19.0,0.601328903654485,OH,45167,Regular School,High
506,130057002396,0.111661413777578,0.417366946778712,0.646153846153846,43534.0,19.0781440781441,0.561467889908257,GA,31321,Regular School,High
1876,210254002213,0.0763052208835341,0.720562390158172,0.375,33947.0,18.2,0.668165467625899,KY,40806,Regular School,High
4312,370093000353,0.117387188387504,0.474402730375427,0.470160871821484,36967.0,18.5164835164835,0.5272821504099608,NC,28328,Regular School,High
5792,422064005169,0.032258064516129,0.492268041237113,0.603960396039604,42266.0,21.8620268620269,0.234604105571848,PA,15857,Regular School,High
225,120087001007,0.0792138177486599,0.640046975924839,0.176,30407.0,22.1794871794872,0.369299935773924,FL,33616,Regular School,High
3212,291170000429,0.035497572815534,0.559609455292909,0.691364333163005,50868.0,22.6,0.236702127659574,MO,65648,Regular School,High
228,120087002437,0.110088616223586,0.682502509200401,0.517805582290664,48358.0,20.1526251526252,0.375656324582339,FL,33618,Regular School,High
5267,390504603956,0.0533807829181495,0.552319309600863,0.782719836400818,66223.0,22.0,0.190987124463519,OH,45068,Regular School,High
1279,172979003090,0.0516194331983806,0.752757352941177,0.721978021978022,63324.0,23.1,0.205284552845528,IL,62269,Regular School,High
7624,550705000778,0.0594847775175644,0.474141677531508,0.635238095238095,46083.0,22.1,0.290529695024077,WI,53549,Regular School,High
4524,370378001519,0.0642260757867694,0.454445361959813,0.60164997053624,40983.0,19.1758241758242,0.5198973042362,NC,27316,Regular School,High
7695,550960002931,0.0243562978427279,0.702112676056338,0.523690773067332,40000.0,16.3,0.695461200585652,WI,53213,Regular School,Other
1657,180810001387,0.0286168521462639,0.598670293139921,0.833718244803695,71168.0,20.8412698412698,0.139072847682119,IN,46149,Regular School,High
4401,370192002991,0.103455497382199,0.650909090909091,0.709857192615813,72043.0,23.5958485958486,0.146993318485523,NC,27455,Regular School,High
3842,360007700585,0.0418704754451184,0.922141119221411,0.901743264659271,108736.0,17.4420024420024,0.718884120171674,NY,10021,Regular School,High
856,170001405224,0.0514905149051491,0.729214340198322,0.734643734643735,48516.0,19.7,0.294736842105263,IL,62939,Regular School,High
2225,220180001661,0.0662983425414365,0.45203127980164,0.61189698948132,63494.0,20.9,0.312646370023419,LA,70555,Regular School,High
7536,550267000302,0.0773624091381101,0.472222222222222,0.67910447761194,45469.0,22.0,0.324444444444444,WI,54929,Regular School,High
5632,421536001794,0.0733082706766917,0.490179333902647,0.521103896103896,39375.0,20.3479853479853,0.217213114754098,PA,17061,Regular School,High
7120,484188011997,0.0424133811230585,0.751780532840939,0.754254254254254,64225.0,21.1782661782662,0.0560975609756098,TX,75182,Regular School,High
5313,391002203922,0.129505192425168,0.56865127582017,0.692939244663383,42785.0,21.0,0.655555555555556,OH,45891,Regular School,High
7028,483715006033,0.239072847682119,0.369643779039752,0.443704600484262,32473.0,22.1306471306471,0.481347773766546,TX,78570,Regular School,High
2833,261848005530,0.0660968660968661,0.798657718120805,0.739267015706806,88578.0,19.9,0.240887480190174,MI,48842,Regular School,High
1772,181245002006,0.0689444783404515,0.317901234567901,0.536,41685.0,20.7997557997558,0.434842249657064,IN,47501,Regular School,High
3684,341134002190,0.175874769797422,0.644483362521891,0.178010471204188,35987.0,13.5103785103785,0.690758293838863,NJ,7104,Regular School,High
6347,480967005951,0.0735759493670886,0.81376215407629,0.46483704974271,55022.0,20.2258852258852,0.364478114478114,TX,77706,Regular School,High
3471,293207002245,0.111007025761124,0.466641818859486,0.602053915275995,32634.0,21.3,0.493734335839599,MO,65793,Regular School,High
6822,482647005763,0.0823074217376011,0.942627494456763,0.91123595505618,126515.0,24.7191697191697,0.0807119205298013,TX,78738,Regular School,High
3422,292917001869,0.108531468531469,0.555284354405663,0.664335664335664,33487.0,20.8,0.431693989071038,MO,63601,Regular School,High
5687,421812002449,0.079983922829582,0.564823795667637,0.610091743119266,51557.0,20.5189255189255,0.33806146572104,PA,18518,Regular School,High
6382,481152000625,0.158582089552239,0.467234600262123,0.868769074262462,32524.0,24.5970695970696,0.48,TX,75931,Regular School,Other
7693,550960002782,0.048025613660619,0.596376446904882,0.551724137931034,42212.0,16.9,0.647761194029851,WI,53215,Regular School,High
2300,250240000128,0.075036075036075,0.879772961816305,0.851501668520578,129500.0,25.01221001221,0.0942350332594235,MA,1730,Regular School,High
6532,481623010560,0.156862745098039,0.289486552567237,0.623762376237624,27757.0,15.9035409035409,0.858629661751951,TX,75231,Regular School,High
5789,422052006210,0.0648259303721489,0.392021276595745,0.788540245566166,49199.0,21.8620268620269,0.288135593220339,PA,15557,Regular School,High
7606,550618000678,0.0679156908665105,0.765604539502401,0.794219653179191,55045.0,25.1,0.0722197607443509,WI,53029,Regular School,High
393,120156003014,0.0802702702702703,0.761147327249022,0.705798138869005,71071.0,24.2063492063492,0.131401349741961,FL,34683,Regular School,High
3869,360007705624,0.100479424690372,0.844934917940011,0.958791208791209,67369.0,18.5164835164835,0.831797235023041,NY,10019,Regular School,High
5515,420930000016,0.0538998097653773,0.496668685645064,0.434838709677419,38750.0,16.978021978022,0.997131931166348,PA,16508,Regular School,High
5856,422382004670,0.0690192008303062,0.429873772791024,0.829726651480638,62311.0,20.8119658119658,0.314492753623188,PA,19506,Regular School,High
4839,390449001773,0.11271186440678,0.467268623024831,0.718283582089552,26423.0,19.0,0.512647554806071,OH,43614,Regular School,High
3178,290837000239,0.00942126514131898,0.61745652915104,0.737366548042705,64763.0,21.8,0.174805378627035,MO,63366,Regular School,High
3176,290817000219,0.0700660308143801,0.481214777708203,0.595277320153762,39289.0,20.4,0.433333333333333,MO,65625,Regular School,High
5103,390482303171,0.156960873521383,0.398084815321477,0.397899649941657,29010.0,20.0,0.429383886255924,OH,43613,Regular School,High
5913,422639007452,0.0920096852300242,0.667269439421338,0.702272727272727,58889.0,17.1978021978022,0.703326544467074,PA,19050,Regular School,High
5316,391002501091,0.13518273888155,0.375168086060063,0.525236593059937,38459.0,21.0,0.462346760070053,OH,43326,Regular School,High
6090,470255000912,0.100538599640934,0.281039892424922,0.636144578313253,30725.0,18.5,0.610951008645533,TN,37150,Regular School,Other
1918,210321000215,0.12134583563155,0.385885266198927,0.539783001808318,28550.0,19.5,0.508029197080292,KY,40741,Regular School,High
3141,290297000010,0.07109375,0.517197452229299,0.729693741677763,39280.0,19.2,0.355555555555556,MO,64402,Regular School,High
5608,421410001776,0.046875,0.662078152753108,0.534637326813366,50057.0,22.985347985348,0.091688089117395,PA,17036,Regular School,High
7021,483702004148,0.0895901342038448,0.846102819237148,0.733500417710944,96917.0,24.0842490842491,0.275735294117647,TX,75080,Regular School,High
6336,480894011930,0.0591581342434585,0.361310133060389,0.556745182012848,36996.0,29.4322344322344,0.119096509240246,TX,78724,Regular School,High
2279,250051802632,0.0633557046979866,0.478832500657376,0.746461538461539,45871.0,22.3504273504273,0.448467966573816,MA,1249,Regular School,Other
1203,172253002510,0.0799347471451876,0.581395348837209,0.720288115246098,52303.0,21.1,0.257692307692308,IL,61048,Regular School,High
2528,251284002123,0.0677177565262342,0.661310890079061,0.739735099337748,76875.0,21.1782661782662,0.250852411105699,MA,2190,Regular School,High
2698,260873004419,0.0662188099808061,0.654575432811212,0.464968152866242,32157.0,20.7,0.292682926829268,MI,49720,Regular School,High
2608,260102308403,0.268334039847393,0.203546646106399,0.611923509561305,30330.0,13.4,0.94269340974212,MI,48209,Alternative School,High
6355,481014000470,0.139952153110048,0.562822164948454,0.670316301703163,47452.0,19.9328449328449,0.50261780104712,TX,75755,Regular School,High
1939,210396002332,0.0298804780876494,0.688568856885689,0.599332220367279,48005.0,21.1,0.306994127068873,KY,42001,Regular School,High
2762,261407005039,0.0843137254901961,0.810446009389671,0.678955453149002,58231.0,21.5,0.150519031141869,MI,48336,Regular School,High
402,120159001785,0.290076335877863,0.242169595110772,0.670676691729323,28286.0,21.0561660561661,0.11304347826087,FL,33815,Regular School,Other
3133,290002902741,0.153104279686558,0.413941018766756,0.210144927536232,28554.0,16.5,0.902527075812274,MO,64108,Regular School,High
7214,530039000060,0.0380689655172414,0.942302507414397,0.667420814479638,80786.0,24.8412698412698,0.0668002672010688,WA,98004,Regular School,High
1232,172475002684,0.0996563573883162,0.588960342979636,0.739837398373984,58581.0,21.4,0.0961538461538462,IL,61756,Regular School,High
1291,173045003168,0.0678702774991642,0.875752599890531,0.911025145067698,123553.0,25.4,0.10454878943507,IL,60067,Regular School,High
2486,251062001705,0.0217391304347826,0.923273657289003,0.848109965635739,100528.0,25.8913308913309,0.0551663747810858,MA,2067,Regular School,High
6865,482850010890,0.1434854315558,0.331502745881178,0.283907238229093,25394.0,14.9267399267399,0.784593437945792,TX,79403,Regular School,High
490,130033000181,0.0902303754266212,0.461292044847838,0.881314168377823,64975.0,20.2747252747253,0.495176848874598,GA,30184,Regular School,High
2418,250717001106,0.11241784849533,0.727354799879627,0.606658446362515,42675.0,20.1526251526252,0.492643051771117,MA,2148,Regular School,High
5765,421935000435,0.0648050579557429,0.677668901495616,0.845654993514916,66957.0,21.4224664224664,0.16036308623298,PA,15239,Regular School,High
1382,173846003922,0.0799481417458946,0.792639138240575,0.762177650429799,65840.0,21.4,0.239352640545145,IL,60178,Regular School,High
1874,210249001910,0.0741553312856516,0.683259587020649,0.741984732824427,67524.0,19.8,0.322778345250255,KY,42701,Regular School,High
3433,292928002875,0.0300546448087432,0.4249547920434,0.125,24239.0,15.4,0.932773109243697,MO,63120,Regular School,High
3218,291201000472,0.0876838765503317,0.714131315860578,0.608323831242873,46351.0,16.4,0.687598116169545,MO,63031,Regular School,High
5555,421131006330,0.0733082706766917,0.490179333902647,0.521103896103896,39375.0,21.8131868131868,0.221476510067114,PA,17032,Regular School,High
25,100185000194,0.119109102646869,0.373791621911923,0.553511705685619,50739.0,15.996336996337,0.452631578947368,DE,19950,Regular School,High
1699,180984001603,0.0634146341463415,0.481427530954115,0.720670391061452,36597.0,21.2588522588523,0.248081841432225,IN,47334,Regular School,High
4178,360012306194,0.0747126436781609,0.553734939759036,0.308474576271186,54496.0,14.95115995116,0.991452991452991,NY,11694,Regular School,High
7673,550951001107,0.093984962406015,0.7319737800437,0.558739255014327,46136.0,25.3,0.134238310708899,WI,53562,Regular School,High
3607,340774000787,0.100293901542983,0.658970976253298,0.923713235294118,85924.0,21.2515262515263,0.189617880317231,NJ,8527,Regular School,High
1156,171767002064,0.111540585311982,0.476470588235294,0.8082497212932,53361.0,20.2,0.27536231884058,IL,62044,Regular School,High
4079,360009804895,0.0598591549295775,0.435534591194969,0.975124378109453,39773.0,15.6349206349206,0.993723849372385,NY,11101,Regular School,High
7857,551707002209,0.0884531590413943,0.685544554455446,0.42907180385289,41667.0,22.2,0.342710997442455,WI,54494,Regular School,High
5352,420010100656,0.0491967871485944,0.577543300816245,0.839316239316239,83428.0,23.4249084249084,0.142150803461063,PA,19390,Regular School,Other
2537,251323002209,0.0403669724770642,0.829471733086191,0.898412698412698,80139.0,20.2991452991453,0.528047868362004,MA,1602,Regular School,High
4277,370053002570,0.0906293706293706,0.759193680196132,0.749423963133641,69848.0,22.0818070818071,0.357462686567164,NC,28027,Regular School,High
1812,210072000137,0.100324939073924,0.367235494880546,0.759933774834437,41724.0,19.9,0.450624290578888,KY,40144,Regular School,High
1337,173395003488,0.0557491289198606,0.604626143087682,0.782163742690059,54766.0,20.1,0.212328767123288,IL,61252,Regular School,High
3956,360008605673,0.209129511677282,0.453301127214171,0.49384236453202,30330.0,18.003663003663,0.833333333333333,NY,10457,Regular School,Other
7062,483882004430,0.0776361529548088,0.348208469055375,0.568527918781726,33226.0,17.1978021978022,0.581521739130435,TX,78384,Regular School,High
5470,420643005136,0.117845117845118,0.335588633288227,0.491279069767442,32176.0,21.0561660561661,0.393285371702638,PA,15906,Regular School,High
7241,530120002058,0.100334448160535,0.38074398249453,0.864332603938731,44334.0,20.3479853479853,0.443349753694581,WA,98816,Regular School,High
4495,370331002180,0.102076630593741,0.425746830002149,0.429223744292237,35289.0,19.4688644688645,0.440082644628099,NC,28586,Regular School,High
6440,481413008954,0.141176470588235,0.325051759834369,0.556836902800659,30156.0,21.1294261294261,0.431818181818182,TX,76306,Regular School,High
5998,470090000303,0.145527369826435,0.490575916230367,0.643518518518518,21980.0,19.6,0.5,TN,38555,Regular School,High
2753,261281004986,0.0799047942876573,0.919125683060109,0.723507917174178,45750.0,17.1,0.805785123966942,MI,49111,Regular School,High
1935,210381000976,0.0897369778236204,0.602668962548429,0.641443538998836,46350.0,20.0,0.358377160030053,KY,42025,Regular School,High
6353,480986000454,0.0524218270999387,0.757201646090535,0.72883787661406,63716.0,21.7155067155067,0.337303111794084,TX,76513,Regular School,High
3958,360008605791,0.185492801771872,0.356813417190776,0.410511363636364,23674.0,16.2454212454212,0.850710900473934,NY,10456,Regular School,High
193,120048007418,0.123091020158827,0.635462233887431,0.395815170008718,46232.0,20.1037851037851,0.247630331753555,FL,32216,Regular School,Other
1897,210299000677,0.127151051625239,0.469485824123018,0.663865546218487,45950.0,15.5,0.735602094240838,KY,40216,Regular School,High
4487,370321001339,0.122154779969651,0.704373177842566,0.295959595959596,30994.0,22.2283272283272,0.394690265486726,NC,27030,Regular School,High
80,120018003684,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,26.5506715506715,0.200581395348837,FL,33314,Regular School,High
935,170705000366,0.120143290162579,0.700072446269017,0.735446313065977,59400.0,20.7,0.263642806520198,IL,60452,Regular School,High
7569,550429000459,0.0818385650224215,0.611849390919158,0.697530864197531,51944.0,22.1,0.229777256740914,WI,53121,Regular School,High
6884,482901003274,0.0534776902887139,0.626216545012166,0.787370103916866,37881.0,20.982905982906,0.407504363001745,TX,78654,Regular School,High
3439,292961002048,0.161270616982285,0.399789029535865,0.867741935483871,37929.0,20.2,0.57037037037037,MO,65078,Regular School,High
7110,484122004720,0.0805555555555556,0.760287081339713,0.814734561213434,90341.0,19.029304029304,0.443059982613735,TX,77373,Regular School,High
131,120039000609,0.146739130434783,0.554462164913471,0.7088,29519.0,18.8827838827839,0.689024390243902,FL,33162,Regular School,High
7307,530396000622,0.106264348966874,0.714649681528662,0.684174153420871,86289.0,23.9377289377289,0.262362637362637,WA,98031,Regular School,High
343,120150001527,0.0471698113207547,0.665898617511521,0.0545454545454545,37782.0,19.2735042735043,0.580660158066016,FL,33445,Regular School,High
4711,390437805561,0.0,0.697368421052632,0.7394477291803503,39044.0,20.0,0.0,OH,44106,Regular School,High
1534,180321000420,0.0746128578132332,0.436278674596432,0.529310344827586,51902.0,18.997557997558,0.210526315789474,IN,46182,Regular School,Other
4221,370001100436,0.144416151327756,0.614517061885483,0.575051975051975,33935.0,19.4200244200244,0.428888888888889,NC,28348,Regular School,High
756,130369002416,0.164768413059985,0.36773428232503,0.668287937743191,31250.0,19.004884004884,0.980417754569191,GA,31716,Regular School,Other
1116,171371001690,0.121398205007085,0.492712740949694,0.56198347107438,53295.0,17.6,0.669218989280245,IL,60123,Regular School,High
1455,180011801579,0.079646017699115,0.411194029850746,0.603423680456491,36837.0,20.5970695970696,0.356353591160221,IN,47872,Regular School,High
5212,390497603687,0.0583675330597355,0.497135301895108,0.936190476190476,62201.0,22.0,0.379061371841155,OH,45306,Regular School,High
7719,551053001379,0.0636626705250103,0.579049091611906,0.830665543386689,49621.0,22.6,0.190058479532164,WI,53061,Regular School,High
5500,420783006156,0.0584972264246092,0.541372141372141,0.677196446199408,32885.0,22.0818070818071,0.350180505415162,PA,15801,Regular School,High
4225,370001102134,0.077145612343298,0.750356633380884,0.583516483516484,48309.0,21.2759462759463,0.369462025316456,NC,28303,Regular School,High
26,120000207982,0.0683371298405467,0.739783152627189,0.51556420233463,43352.0,21.031746031746,0.302030456852792,FL,32835,Regular School,Other
2629,260354004051,0.130258899676375,0.546122994652406,0.657364341085271,38750.0,17.5,0.577342047930283,MI,48519,Regular School,High
687,130255001135,0.124047124047124,0.745595353339787,0.805621536025336,57750.0,18.9072039072039,0.520997920997921,GA,30078,Regular School,High
1982,210540001301,0.105648535564854,0.48538961038961,0.623877917414722,42188.0,19.3,0.418632075471698,KY,42134,Regular School,High
3683,341134002188,0.21294498381877,0.537480063795853,0.233644859813084,29725.0,17.1245421245421,0.714285714285714,NJ,7102,Regular School,High
3589,340654005933,0.125297383029342,0.599480326651819,0.420796890184645,53416.0,19.3956043956044,0.420974889217134,NJ,8619,Regular School,High
5244,390501503852,0.105390672319806,0.556807051909892,0.644508670520231,44034.0,21.0,0.334862385321101,OH,44473,Regular School,High
5747,421899006996,0.0669988925802879,0.716907675194661,0.721774193548387,46136.0,20.1282051282051,0.453389830508475,PA,19147,Regular School,High
3614,340783002778,0.0777666999002991,0.898931000971817,0.951898734177215,95213.0,26.2576312576313,0.345120226308345,NJ,7302,Regular School,High
1226,172409005032,0.0815884476534296,0.588271227855834,0.916666666666667,65273.0,20.4,0.380883066472586,IL,60018,Regular School,High
7217,530039000085,0.0486155827430779,0.813461538461538,0.668456375838926,69797.0,22.4725274725275,0.237082066869301,WA,98005,Regular School,High
5340,420007100534,0.0975935828877005,0.54656862745098,0.382124352331606,24970.0,21.3980463980464,0.0,PA,15059,Regular School,Other
7055,483873004360,0.145052833813641,0.282403433476395,0.477426636568849,31513.0,16.953601953602,0.735311227457824,TX,78210,Regular School,High
4197,360015205940,0.104750304506699,0.448826291079812,0.748400852878465,39936.0,15.1953601953602,0.840304182509506,NY,11214,Regular School,High
2090,220063000482,0.0429864253393665,0.238029146426093,0.365721997300945,14932.0,17.7,0.782863849765258,LA,70586,Regular School,Other
2037,220027000117,0.0854503464203233,0.469123505976096,0.497109826589595,39188.0,20.9,0.176274944567627,LA,71006,Regular School,High
4900,390454702230,0.0418818129661503,0.511631827376939,0.590722254844392,60448.0,23.0,0.185067007019783,OH,43040,Regular School,High
2040,220027000130,0.0274500361184686,0.767959605232958,0.827586206896552,63668.0,20.3,0.23902027027027,LA,71112,Regular School,High
941,170795000401,0.0964203233256351,0.529675810473816,0.588924387646432,37877.0,17.7,0.431693989071038,IL,61422,Regular School,High
7376,530669001793,0.059745347698335,0.820359281437126,0.684210526315789,65057.0,23.4981684981685,0.0807200929152149,WA,98335,Regular School,High
128,120039000606,0.0765595463137996,0.612964728312679,0.223564954682779,23644.0,18.1257631257631,0.819230769230769,FL,33135,Regular School,High
5232,390499903788,0.0528735632183908,0.479692645444566,0.688581314878893,50054.0,20.0,0.368194842406877,OH,44319,Regular School,High
7514,550147000189,0.0468133107727016,0.500832870627429,0.792377131394183,53088.0,22.9,0.297385620915033,WI,54107,Regular School,High
2884,262121005845,0.131091617933723,0.505599336374948,0.574141048824593,44102.0,19.5,0.470383275261324,MI,49064,Regular School,High
4442,370264001102,0.201783723522854,0.433587786259542,0.473460721868365,27754.0,18.3699633699634,0.69758064516129,NC,27292,Regular School,High
7025,483715000429,0.239072847682119,0.369643779039752,0.443704600484262,32473.0,24.8901098901099,0.368758002560819,TX,78570,Regular School,High
5222,390498803732,0.133362483602973,0.497485493230174,0.666003976143141,44969.0,22.0,0.298429319371728,OH,44601,Regular School,High
811,130454001617,0.0935379167896135,0.504981497295759,0.764563106796116,49046.0,19.3223443223443,0.418145956607495,GA,30025,Regular School,High
2150,220117000911,0.0502136752136752,0.532710280373832,0.262483994878361,34227.0,19.0,0.744252873563218,LA,70131,Regular School,High
880,170032605634,0.0625283189850476,0.585509688289806,0.748422712933754,53623.0,21.3,0.232911392405063,IL,61738,Regular School,High
3261,291548003096,0.167895878524946,0.394775570272259,0.328609986504723,29322.0,17.7,0.707589285714286,MO,64053,Regular School,High
591,130165002253,0.144996744085088,0.565681262502778,0.667998224589436,44596.0,20.8852258852259,0.298988040478381,GA,30534,Regular School,High
5919,422658006980,0.0227983907018328,0.554659498207885,0.790909090909091,51181.0,22.2771672771673,0.218211206896552,PA,19609,Regular School,High
6521,481623001360,0.13683193818416,0.23306311522872,0.599163179916318,39618.0,17.3931623931624,0.834174477289113,TX,75217,Regular School,High
4074,360009705866,0.193863789615644,0.403189066059225,0.471571906354515,41990.0,14.7802197802198,0.991549295774648,NY,11237,Regular School,High
4664,390435800144,0.134045653229723,0.362947368421053,0.351935193519352,33824.0,21.0,0.388185654008439,OH,43311,Regular School,High
471,130009000015,0.103039670273055,0.257465698143664,0.611570247933884,27891.0,17.4908424908425,0.690322580645161,GA,31642,Regular School,High
6508,481623001242,0.14030131826742,0.497757847533632,0.32996632996633,21111.0,23.4004884004884,0.231868131868132,TX,75201,Regular School,High
6094,470258002032,0.052366175329713,0.562261533125217,0.56691604322527,51295.0,16.6,0.604738154613466,TN,38305,Regular School,High
684,130255001127,0.0816479400749064,0.70669828097214,0.732431878713378,87130.0,21.2759462759463,0.348728593668915,GA,30019,Regular School,High
7880,560406000202,0.0762558727864113,0.679987109249114,0.847890088321884,66327.0,21.7,0.189801699716714,WY,83110,Regular School,High
715,130282002130,0.132741238598176,0.780214303513581,0.706077872744539,86196.0,20.7387057387057,0.441880341880342,GA,30253,Regular School,High
6342,480954000406,0.124408384043272,0.431761786600496,0.740437158469945,46127.0,16.6361416361416,0.650632911392405,TX,76511,Regular School,Other
2724,261086004554,0.107598784194529,0.619617224880383,0.657534246575342,38654.0,18.9,0.372492836676218,MI,48817,Regular School,High
6338,480920000382,0.0446830620020783,0.673814557535488,0.49691738594328,58657.0,20.4212454212454,0.305868405453468,TX,76020,Regular School,High
3362,292529001458,0.0260826771653543,0.471409275101306,0.658070678127985,60603.0,20.7,0.176724137931034,MO,64477,Regular School,High
2856,261992005650,0.0758980301274623,0.57282552753474,0.663133097762073,43460.0,19.4,0.316784869976359,MI,49250,Regular School,High
6279,480744000010,0.091566265060241,0.353052234109503,0.658269441401972,31894.0,20.2258852258852,0.457844183564568,TX,79603,Regular School,High
3013,262991006564,0.0917371502927781,0.539397144368059,0.701042873696408,37117.0,20.7,0.230851063829787,MI,48193,Regular School,High
5922,422673006390,0.0535102739726027,0.652605459057072,0.4521625163827,46587.0,20.2747252747253,0.24780316344464,PA,18643,Regular School,High
4987,390465902603,0.0648936170212766,0.802717900656045,0.817097415506958,56118.0,18.0,0.685,OH,44143,Regular School,High
1814,210075000154,0.0441130785958372,0.489863926687031,0.591322603219034,61558.0,18.9,0.395113732097725,KY,40165,Regular School,High
1263,172784002952,0.0784123910939013,0.567753001715266,0.745779543197617,45048.0,20.7,0.214912280701754,IL,62447,Regular School,Other
608,130174001553,0.153471915081822,0.811535337124289,0.513824884792627,76667.0,17.6862026862027,0.583333333333333,GA,30087,Regular School,High
2248,250000101558,0.087737843551797,0.584912280701754,0.628044280442804,66250.0,22.7167277167277,0.173972602739726,MA,1005,Regular School,High
3822,341794001768,0.170802077322562,0.342919153553988,0.6325,28304.0,17.8571428571429,0.654761904761905,NJ,8260,Regular School,High
5121,390484403255,0.0681818181818182,0.579620034542314,0.760834670947031,62308.0,22.0,0.202226345083488,OH,43314,Regular School,High
98,120030000328,0.199762187871581,0.56551724137931,0.731578947368421,55221.0,21.4224664224664,0.363047001620746,FL,32656,Regular School,High
3543,340402003286,0.0551570615879298,0.542515811665495,0.620944792259533,76214.0,21.3736263736264,0.305555555555556,NJ,8812,Regular School,High
7066,483903004457,0.0375690607734807,0.404293381037567,0.583798882681564,33107.0,22.2527472527473,0.386138613861386,TX,76877,Regular School,High
3733,341287001610,0.142295597484277,0.394978567054501,0.6284046692607,45000.0,18.3943833943834,0.514603616133519,NJ,8110,Regular School,High
5469,420642003978,0.0593869731800766,0.48641210870313,0.776384535005225,47408.0,20.6654456654457,0.309963099630996,PA,15928,Regular School,Other
5393,420291001335,0.0404964075767472,0.614020028612303,0.749152542372881,42476.0,20.8852258852259,0.262575452716298,PA,16823,Regular School,Other
1662,180822001410,0.0649305555555556,0.552027027027027,0.694057226705796,50554.0,21.0830280830281,0.16452442159383,IN,46777,Regular School,High
7574,550453000484,0.0929965556831228,0.689251507626818,0.845070422535211,56799.0,21.6,0.217557251908397,WI,53932,Regular School,Other
5834,422256003367,0.0621722846441948,0.632452830188679,0.289719626168224,38445.0,23.6691086691087,0.120496160661548,PA,19468,Regular School,High
6444,481428011416,0.0584728924212319,0.552963260927863,0.553875236294896,46144.0,25.01221001221,0.167064439140811,TX,77089,Regular School,High
2774,261457005151,0.0693160813308688,0.650497017892644,0.796319018404908,61864.0,18.5,0.506024096385542,MI,49633,Regular School,High
3619,340792000209,0.0899621212121212,0.585993111366246,0.741992882562278,100680.0,20.3235653235653,0.167590027700831,NJ,7033,Regular School,High
